combo,case_id,region,degradation,det_iou,ocr_text,gt_text,exact_match,char_acc,det_latency_ms,ocr_latency_ms,total_latency_ms
current (yolo-v9-t-384 + cct-xs-v2),eu_test_026,eu,perspective,0.671,RK492AU,RK492AU,True,1.0,29.51,3.91,33.42
current (yolo-v9-t-384 + cct-xs-v2),eu_test_026,eu,combined_hard,0.739,FH4930,RK492AU,False,0.286,30.53,3.55,34.08
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,clean,0.961,OYJ9557,OYJ9557,True,1.0,31.84,3.19,35.03
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,motion_blur,0.944,CYJ9557,OYJ9557,False,0.857,28.06,3.46,31.52
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,defocus_blur,0.953,OYJ9557,OYJ9557,True,1.0,26.71,3.18,29.89
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,low_res,0.974,DYJ5557,OYJ9557,False,0.714,25.46,3.79,29.25
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,noise,0.987,OYJ9557,OYJ9557,True,1.0,28.27,4.64,32.91
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,jpeg_compression,0.987,OYJ9557,OYJ9557,True,1.0,26.52,3.55,30.07
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,under_exposure,0.918,OYJ9557,OYJ9557,True,1.0,27.21,3.49,30.7
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,over_exposure,0.974,OYJ9557,OYJ9557,True,1.0,38.68,4.75,43.44
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,perspective,0.523,OYJ9557,OYJ9557,True,1.0,28.28,3.77,32.06
current (yolo-v9-t-384 + cct-xs-v2),br_OYJ9557,br,combined_hard,0.974,DYJ9557,OYJ9557,False,0.857,34.13,3.65,37.79
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,clean,0.912,JSG9648,JSG9648,True,1.0,25.94,3.49,29.42
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,motion_blur,0.892,JSG9548,JSG9648,False,0.857,47.28,6.68,53.96
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,defocus_blur,0.881,JSG9648,JSG9648,True,1.0,27.34,3.67,31.01
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,low_res,0.978,JSG9648,JSG9648,True,1.0,26.56,2.61,29.17
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,noise,0.765,JSG9648,JSG9648,True,1.0,26.74,3.07,29.81
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,jpeg_compression,0.846,JSG9648,JSG9648,True,1.0,55.7,4.19,59.89
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,under_exposure,0.944,JSG9648,JSG9648,True,1.0,49.23,4.94,54.17
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,over_exposure,0.896,JSG9648,JSG9648,True,1.0,31.74,3.62,35.36
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,perspective,0.596,JSG9648,JSG9648,True,1.0,37.65,3.34,40.98
current (yolo-v9-t-384 + cct-xs-v2),br_JSG9648,br,combined_hard,0.88,JSG9648,JSG9648,True,1.0,37.66,4.15,41.81
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,clean,0.837,OKT3896,OKT3896,True,1.0,30.4,3.53,33.93
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,motion_blur,0.833,DKT3896,OKT3896,False,0.857,59.23,19.61,78.84
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,defocus_blur,0.824,OKT3896,OKT3896,True,1.0,56.46,14.46,70.92
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,low_res,0.846,DKT3896,OKT3896,False,0.857,30.27,3.58,33.85
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,noise,0.84,OKT3896,OKT3896,True,1.0,30.5,3.93,34.43
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,jpeg_compression,0.815,OKT3896,OKT3896,True,1.0,27.69,3.56,31.25
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,under_exposure,0.846,OKT3896,OKT3896,True,1.0,27.86,4.11,31.97
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,over_exposure,0.879,OKT3896,OKT3896,True,1.0,28.15,3.88,32.04
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,perspective,0.689,OKT3896,OKT3896,True,1.0,29.27,3.52,32.78
current (yolo-v9-t-384 + cct-xs-v2),br_OKT3896,br,combined_hard,0.813,DKT3896,OKT3896,False,0.857,33.42,3.75,37.18
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,clean,0.86,OUP9563,OUP9563,True,1.0,22.56,3.04,25.6
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,motion_blur,0.869,DUP9563,OUP9563,False,0.857,59.81,5.98,65.79
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,defocus_blur,0.851,DUP9563,OUP9563,False,0.857,26.72,3.06,29.79
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,low_res,0.891,DUP9563,OUP9563,False,0.857,27.7,3.39,31.09
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,noise,0.87,OUP9563,OUP9563,True,1.0,37.3,5.26,42.56
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,jpeg_compression,0.872,OUP9563,OUP9563,True,1.0,28.92,3.65,32.58
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,under_exposure,0.908,OUP9563,OUP9563,True,1.0,32.73,4.03,36.76
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,over_exposure,0.84,OUP9563,OUP9563,True,1.0,31.19,3.52,34.71
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,perspective,0.604,OUP9563,OUP9563,True,1.0,27.55,3.58,31.13
current (yolo-v9-t-384 + cct-xs-v2),br_OUP9563,br,combined_hard,0.898,DUP9563,OUP9563,False,0.857,30.12,3.78,33.9
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,clean,0.868,PJP2783,PJP2783,True,1.0,27.51,3.08,30.59
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,motion_blur,0.874,PJP2783,PJP2783,True,1.0,19.32,4.16,23.48
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,defocus_blur,0.806,PJP2783,PJP2783,True,1.0,27.37,3.08,30.46
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,low_res,0.849,PJP2783,PJP2783,True,1.0,26.33,3.25,29.58
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,noise,0.813,PJP2783,PJP2783,True,1.0,28.5,3.45,31.94
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,jpeg_compression,0.881,PJP2783,PJP2783,True,1.0,28.09,3.54,31.63
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,under_exposure,0.868,PJP2783,PJP2783,True,1.0,27.58,3.15,30.73
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,over_exposure,0.744,PJP2783,PJP2783,True,1.0,26.57,3.5,30.07
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,perspective,0.561,PJP2783,PJP2783,True,1.0,23.21,3.71,26.93
current (yolo-v9-t-384 + cct-xs-v2),br_PJP2783,br,combined_hard,0.885,PJP2783,PJP2783,True,1.0,32.02,4.31,36.33
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,clean,0.894,PJJ4955,PJJ4955,True,1.0,25.8,3.09,28.89
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,motion_blur,0.883,PJJ4955,PJJ4955,True,1.0,28.2,4.02,32.22
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,defocus_blur,0.851,PJJ4955,PJJ4955,True,1.0,21.17,3.73,24.89
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,low_res,0.882,PJJ4955,PJJ4955,True,1.0,21.5,3.69,25.19
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,noise,0.891,PJJ4955,PJJ4955,True,1.0,26.17,3.08,29.25
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,jpeg_compression,0.832,PJJ4955,PJJ4955,True,1.0,29.85,3.6,33.45
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,under_exposure,0.868,PJJ4955,PJJ4955,True,1.0,27.73,3.67,31.4
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,over_exposure,0.851,PJJ4955,PJJ4955,True,1.0,31.78,3.81,35.59
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,perspective,0.57,PJJ4955,PJJ4955,True,1.0,28.14,3.51,31.65
current (yolo-v9-t-384 + cct-xs-v2),br_PJJ4955,br,combined_hard,0.868,PJJ4955,PJJ4955,True,1.0,29.6,3.53,33.13
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,clean,0.896,6TIX874,6TIX874,True,1.0,166.0,21.34,187.35
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,motion_blur,0.833,AT1821,6TIX874,False,0.286,130.48,20.62,151.1
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,defocus_blur,0.915,,6TIX874,False,0.0,173.0,16.21,189.2
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,low_res,0.878,,6TIX874,False,0.0,151.76,21.11,172.87
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,noise,0.895,6TIX874,6TIX874,True,1.0,204.27,23.12,227.39
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,jpeg_compression,0.906,6TTX874,6TIX874,False,0.857,167.01,20.71,187.72
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,under_exposure,0.906,6TTX874,6TIX874,False,0.857,159.72,21.25,180.98
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,over_exposure,0.869,6TIX874,6TIX874,True,1.0,135.44,21.07,156.51
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,perspective,0.719,6TIX874,6TIX874,True,1.0,134.04,23.16,157.19
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000148,us,combined_hard,0.896,E112644,6TIX874,False,0.143,142.89,19.14,162.03
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,clean,0.886,DL3C2Z,DL3C2Z,True,1.0,156.72,20.32,177.04
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,motion_blur,0.852,,DL3C2Z,False,0.0,121.35,18.95,140.29
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,defocus_blur,0.948,,DL3C2Z,False,0.0,161.09,21.41,182.5
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,low_res,0.809,DL1411,DL3C2Z,False,0.333,153.97,26.24,180.21
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,noise,0.856,BL3C2Z,DL3C2Z,False,0.833,160.41,21.2,181.62
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,jpeg_compression,0.846,DLJC2Z,DL3C2Z,False,0.833,153.78,29.79,183.57
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,under_exposure,0.846,DL3C2Z,DL3C2Z,True,1.0,150.78,18.02,168.8
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,over_exposure,0.829,DL3C2Z,DL3C2Z,True,1.0,158.96,21.67,180.62
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,perspective,0.628,DL3C2Z,DL3C2Z,True,1.0,155.58,21.26,176.84
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000016,us,combined_hard,0.0,,DL3C2Z,False,0.0,176.04,21.78,197.82
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,clean,0.918,HH9G5W,HH9G5W,True,1.0,167.95,20.31,188.26
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,motion_blur,0.867,,HH9G5W,False,0.0,131.3,21.47,152.77
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,defocus_blur,0.819,,HH9G5W,False,0.0,164.37,21.88,186.25
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,low_res,0.839,HHH111,HH9G5W,False,0.333,159.49,19.14,178.63
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,noise,0.873,HH935W,HH9G5W,False,0.833,176.65,21.45,198.1
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,jpeg_compression,0.881,HH9G5W,HH9G5W,True,1.0,144.27,20.9,165.17
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,under_exposure,0.942,HH9G5W,HH9G5W,True,1.0,139.56,26.51,166.07
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,over_exposure,0.934,HH9G5W,HH9G5W,True,1.0,131.71,23.99,155.7
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,perspective,0.594,HH9G5W,HH9G5W,True,1.0,168.39,23.21,191.59
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000010,us,combined_hard,0.881,,HH9G5W,False,0.0,159.33,20.0,179.33
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,clean,0.838,1AMW240,1AMW240,True,1.0,120.87,22.78,143.65
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,motion_blur,0.78,TD152700,1AMW240,False,0.143,227.91,22.75,250.66
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,defocus_blur,0.813,,1AMW240,False,0.0,160.29,20.8,181.09
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,low_res,0.82,L1FP91,1AMW240,False,0.0,143.61,18.87,162.47
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,noise,0.807,1AMW240,1AMW240,True,1.0,205.59,17.4,222.99
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,jpeg_compression,0.831,1AMW240,1AMW240,True,1.0,143.09,20.75,163.84
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,under_exposure,0.825,1AMW240,1AMW240,True,1.0,148.07,17.51,165.58
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,over_exposure,0.844,1AMW240,1AMW240,True,1.0,145.38,21.78,167.16
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,perspective,0.537,1AMW240,1AMW240,True,1.0,112.69,21.01,133.7
best-available (yolo-v9-s-608 + cct-s-v2),us_car3,us,combined_hard,0.78,11,1AMW240,False,0.143,148.11,21.32,169.43
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,clean,0.912,FE5R2D,FE5R2D,True,1.0,159.62,21.38,181.0
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,motion_blur,0.861,,FE5R2D,False,0.0,135.36,29.02,164.38
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,defocus_blur,0.886,,FE5R2D,False,0.0,165.35,24.69,190.03
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,low_res,0.873,,FE5R2D,False,0.0,134.92,22.17,157.09
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,noise,0.935,FE5R2D,FE5R2D,True,1.0,173.64,20.57,194.2
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,jpeg_compression,0.912,FE5R2D,FE5R2D,True,1.0,156.38,21.43,177.8
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,under_exposure,0.922,FE5R2D,FE5R2D,True,1.0,153.47,21.36,174.83
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,over_exposure,0.869,FE5R2D,FE5R2D,True,1.0,134.43,21.61,156.04
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,perspective,0.542,FE5R2D,FE5R2D,True,1.0,136.17,20.6,156.76
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000048,us,combined_hard,0.869,,FE5R2D,False,0.0,196.49,19.08,215.58
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,clean,0.892,59CADI,59CADI,True,1.0,158.45,20.96,179.41
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,motion_blur,0.694,111,59CADI,False,0.0,153.78,19.6,173.38
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,defocus_blur,0.766,,59CADI,False,0.0,150.86,19.47,170.33
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,low_res,0.792,,59CADI,False,0.0,162.79,21.89,184.69
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,noise,0.886,59CADI,59CADI,True,1.0,141.5,18.7,160.19
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,jpeg_compression,0.878,59CADI,59CADI,True,1.0,126.63,20.24,146.87
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,under_exposure,0.874,59CADI,59CADI,True,1.0,123.63,20.77,144.4
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,over_exposure,0.877,59CADI,59CADI,True,1.0,138.28,24.85,163.13
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,perspective,0.585,59CADI,59CADI,True,1.0,164.84,22.78,187.62
best-available (yolo-v9-s-608 + cct-s-v2),us_car5,us,combined_hard,0.836,T,59CADI,False,0.0,152.42,21.16,173.58
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,clean,0.941,NEILDMND,NEILDMND,True,1.0,154.45,21.02,175.47
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,motion_blur,0.92,WE1DMND,NEILDMND,False,0.625,205.39,24.1,229.48
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,defocus_blur,0.954,WE128ND,NEILDMND,False,0.375,159.54,21.92,181.46
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,low_res,0.949,NEILDMND,NEILDMND,True,1.0,142.89,21.74,164.63
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,noise,0.945,NEILDMND,NEILDMND,True,1.0,150.27,23.34,173.62
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,jpeg_compression,0.933,NEILDMND,NEILDMND,True,1.0,155.74,21.89,177.62
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,under_exposure,0.929,NEILDMND,NEILDMND,True,1.0,137.79,22.09,159.88
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,over_exposure,0.941,NEILDMND,NEILDMND,True,1.0,143.07,18.96,162.03
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,perspective,0.652,NEILDMND,NEILDMND,True,1.0,111.77,22.28,134.05
best-available (yolo-v9-s-608 + cct-s-v2),us_us5,us,combined_hard,0.856,NE1LDN,NEILDMND,False,0.625,156.87,20.83,177.7
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,clean,0.921,DK2Z5S,DK2Z5S,True,1.0,161.79,20.51,182.3
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,motion_blur,0.935,,DK2Z5S,False,0.0,152.46,25.26,177.72
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,defocus_blur,0.911,,DK2Z5S,False,0.0,174.5,23.23,197.73
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,low_res,0.884,,DK2Z5S,False,0.0,170.97,21.59,192.56
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,noise,0.921,DN2Z5S,DK2Z5S,False,0.833,185.93,22.49,208.42
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,jpeg_compression,0.874,DK2Z5S,DK2Z5S,True,1.0,123.52,18.61,142.13
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,under_exposure,0.933,DK2Z5S,DK2Z5S,True,1.0,123.35,20.46,143.81
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,over_exposure,0.909,DK2Z5S,DK2Z5S,True,1.0,150.36,21.97,172.33
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,perspective,0.738,DK2Z5S,DK2Z5S,True,1.0,160.4,18.17,178.57
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000061,us,combined_hard,0.92,,DK2Z5S,False,0.0,135.49,21.38,156.86
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,clean,0.945,CWW2245,CWW2245,True,1.0,147.96,16.84,164.8
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,motion_blur,0.925,,CWW2245,False,0.0,142.03,20.86,162.89
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,defocus_blur,0.931,CNN110,CWW2245,False,0.143,143.12,19.3,162.41
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,low_res,0.945,EWA445,CWW2245,False,0.429,117.57,23.67,141.24
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,noise,0.932,CWW2245,CWW2245,True,1.0,147.65,20.41,168.05
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,jpeg_compression,0.952,CWW2245,CWW2245,True,1.0,146.38,17.22,163.6
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,under_exposure,0.932,CWW2245,CWW2245,True,1.0,149.73,21.55,171.28
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,over_exposure,0.932,CWW2245,CWW2245,True,1.0,151.13,22.7,173.83
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,perspective,0.637,CWW2245,CWW2245,True,1.0,147.52,20.86,168.38
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000137,us,combined_hard,0.912,DVN5705,CWW2245,False,0.143,137.71,19.9,157.61
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,clean,0.926,SL7J8R,SL7J8R,True,1.0,146.82,17.91,164.73
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,motion_blur,0.939,C211,SL7J8R,False,0.0,155.55,21.39,176.94
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,defocus_blur,0.893,,SL7J8R,False,0.0,155.01,18.41,173.42
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,low_res,0.894,,SL7J8R,False,0.0,129.91,21.37,151.29
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,noise,0.904,SL7J8R,SL7J8R,True,1.0,147.52,20.93,168.44
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,jpeg_compression,0.893,SL7J8R,SL7J8R,True,1.0,126.46,16.51,142.97
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,under_exposure,0.904,SL7J8R,SL7J8R,True,1.0,119.67,22.4,142.07
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,over_exposure,0.904,SL7J8R,SL7J8R,True,1.0,144.33,22.0,166.33
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,perspective,0.7,SL7J8R,SL7J8R,True,1.0,136.5,19.19,155.69
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000179,us,combined_hard,0.938,,SL7J8R,False,0.0,214.04,18.97,233.01
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,clean,0.909,1366026,1366026,True,1.0,148.48,21.04,169.52
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,motion_blur,0.884,114004,1366026,False,0.286,133.83,21.03,154.86
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,defocus_blur,0.894,,1366026,False,0.0,159.04,24.39,183.43
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,low_res,0.929,52,1366026,False,0.143,159.89,21.52,181.41
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,noise,0.893,1366026,1366026,True,1.0,164.03,23.11,187.14
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,jpeg_compression,0.921,1366026,1366026,True,1.0,142.77,27.98,170.76
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,under_exposure,0.939,1366026,1366026,True,1.0,157.77,17.1,174.88
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,over_exposure,0.939,1366026,1366026,True,1.0,140.94,21.16,162.1
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,perspective,0.738,1366026,1366026,True,1.0,138.47,21.54,160.0
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000154,us,combined_hard,0.0,,1366026,False,0.0,208.88,20.64,229.53
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,clean,0.923,CDK575,CDK575,True,1.0,128.96,21.72,150.68
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,motion_blur,0.874,CDHH755,CDK575,False,0.5,156.3,22.73,179.03
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,defocus_blur,0.917,,CDK575,False,0.0,137.37,21.73,159.1
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,low_res,0.925,LJF375,CDK575,False,0.333,148.27,16.85,165.12
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,noise,0.925,CDK575,CDK575,True,1.0,166.31,17.11,183.42
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,jpeg_compression,0.923,CDK575,CDK575,True,1.0,149.58,21.43,171.0
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,under_exposure,0.933,CDK575,CDK575,True,1.0,124.3,17.49,141.79
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,over_exposure,0.942,CDK575,CDK575,True,1.0,144.56,22.04,166.61
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,perspective,0.759,CDK575,CDK575,True,1.0,113.63,21.77,135.4
best-available (yolo-v9-s-608 + cct-s-v2),us_wts-lg-000163,us,combined_hard,0.0,DF576,CDK575,False,0.5,168.42,20.72,189.14
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,clean,0.896,OSG719,0SG719,False,0.833,155.89,21.08,176.98
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,motion_blur,0.794,,0SG719,False,0.0,167.01,21.45,188.46
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,defocus_blur,0.869,,0SG719,False,0.0,145.13,20.74,165.88
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,low_res,0.785,,0SG719,False,0.0,169.17,21.65,190.83
best-available (yolo-v9-s-608 + cct-s-v2),us_12c6cb72-3ea3-49e7-b381-e0cdfc5e8960,us,noise,0.0,OSG719,0SG719,False,0.833,183.36,24.17,207.52
