case_id,region,degradation,detector_rerun,det_iou_before,det_iou_after,gt_text,ocr_before,ocr_after,ocr_conf_before,ocr_conf_after,char_acc_before,char_acc_after,exact_before,exact_after,psnr_before,psnr_after,ssim_before,ssim_after
br_OYJ9557,br,low_res,True,0.974,0.974,OYJ9557,DYJ5557,DYJ9557,0.948,0.969,0.714,0.857,False,False,20.52,14.63,0.625,0.284
br_OYJ9557,br,noise,True,0.987,0.944,OYJ9557,OYJ9557,OYJ9557,1.0,1.0,1.0,1.0,True,True,25.17,11.69,0.628,0.214
br_OYJ9557,br,jpeg_compression,True,0.987,0.953,OYJ9557,OYJ9557,OYJ9557,0.999,1.0,1.0,1.0,True,True,30.02,12.4,0.867,0.251
br_OYJ9557,br,under_exposure,True,0.918,0.974,OYJ9557,OYJ9557,OYJ9557,1.0,1.0,1.0,1.0,True,True,8.82,12.49,0.471,0.198
br_OYJ9557,br,over_exposure,True,0.974,0.991,OYJ9557,OYJ9557,OYJ9557,1.0,1.0,1.0,1.0,True,True,9.08,10.01,0.698,0.235
br_OYJ9557,br,perspective,False,0.523,0.523,OYJ9557,OYJ9557,OYJ9557,1.0,0.999,1.0,1.0,True,True,11.07,15.8,0.169,0.461
br_OYJ9557,br,combined_hard,True,0.974,0.974,OYJ9557,DYJ9557,OYJ9557,0.988,0.973,0.857,1.0,False,True,21.88,12.84,0.524,0.241
br_JSG9648,br,motion_blur,True,0.892,0.957,JSG9648,JSG9548,JSG9648,0.959,1.0,0.857,1.0,False,True,20.72,13.17,0.639,0.236
br_JSG9648,br,defocus_blur,True,0.881,0.892,JSG9648,JSG9648,JSG9648,0.997,0.998,1.0,1.0,True,True,18.42,15.24,0.438,0.338
br_JSG9648,br,low_res,True,0.978,0.978,JSG9648,JSG9648,JSG9648,0.956,0.938,1.0,1.0,True,True,20.2,14.87,0.63,0.289
br_JSG9648,br,noise,True,0.765,0.805,JSG9648,JSG9648,JSG9648,1.0,1.0,1.0,1.0,True,True,24.94,13.18,0.688,0.327
br_JSG9648,br,jpeg_compression,True,0.846,0.86,JSG9648,JSG9648,JSG9648,1.0,1.0,1.0,1.0,True,True,30.31,15.24,0.902,0.482
br_JSG9648,br,under_exposure,True,0.944,0.936,JSG9648,JSG9648,JSG9648,1.0,1.0,1.0,1.0,True,True,8.95,13.91,0.451,0.331
br_JSG9648,br,over_exposure,True,0.896,0.924,JSG9648,JSG9648,JSG9648,1.0,1.0,1.0,1.0,True,True,8.81,10.51,0.731,0.372
br_JSG9648,br,perspective,False,0.596,0.596,JSG9648,JSG9648,JSG9648,1.0,1.0,1.0,1.0,True,True,12.46,13.08,0.167,0.305
br_JSG9648,br,combined_hard,True,0.88,0.842,JSG9648,JSG9648,JSG9648,1.0,0.999,1.0,1.0,True,True,20.54,14.77,0.528,0.373
br_OKT3896,br,motion_blur,True,0.833,0.84,OKT3896,DKT3896,OKT3896,0.967,0.949,0.857,1.0,False,True,21.72,13.0,0.679,0.247
br_OKT3896,br,defocus_blur,True,0.824,0.833,OKT3896,OKT3896,OKY3896,0.93,0.948,1.0,0.857,True,False,20.35,15.31,0.539,0.409
br_OKT3896,br,low_res,True,0.846,0.846,OKT3896,DKT3896,DKT3896,0.978,0.949,0.857,0.857,False,False,22.88,13.43,0.71,0.289
br_OKT3896,br,noise,True,0.84,0.84,OKT3896,OKT3896,OKT3896,0.999,1.0,1.0,1.0,True,True,24.94,11.41,0.624,0.21
br_OKT3896,br,jpeg_compression,True,0.815,0.828,OKT3896,OKT3896,OKT3896,0.997,0.998,1.0,1.0,True,True,32.46,12.55,0.917,0.28
br_OKT3896,br,under_exposure,True,0.846,0.81,OKT3896,OKT3896,OKT3896,0.99,1.0,1.0,1.0,True,True,11.73,13.79,0.47,0.258
br_OKT3896,br,over_exposure,True,0.879,0.859,OKT3896,OKT3896,OKT3896,0.999,1.0,1.0,1.0,True,True,8.24,9.02,0.73,0.2
br_OKT3896,br,perspective,False,0.689,0.689,OKT3896,OKT3896,OKT3896,0.998,0.971,1.0,1.0,True,True,12.96,8.1,0.207,0.066
br_OKT3896,br,combined_hard,True,0.813,0.837,OKT3896,DKT3896,OKT3896,0.997,0.999,0.857,1.0,False,True,21.55,11.59,0.522,0.155
br_OUP9563,br,motion_blur,True,0.869,0.876,OUP9563,DUP9563,OUP9563,0.934,0.988,0.857,1.0,False,True,23.64,13.93,0.744,0.35
br_OUP9563,br,defocus_blur,True,0.851,0.857,OUP9563,DUP9563,OUP9563,0.951,0.976,0.857,1.0,False,True,22.24,16.26,0.632,0.447
br_OUP9563,br,low_res,True,0.891,0.891,OUP9563,DUP9563,OUP9563,0.985,0.982,0.857,1.0,False,True,24.44,15.29,0.747,0.43
br_OUP9563,br,noise,True,0.87,0.82,OUP9563,OUP9563,OUP9563,0.999,0.999,1.0,1.0,True,True,24.85,12.66,0.54,0.285
br_OUP9563,br,jpeg_compression,True,0.872,0.822,OUP9563,OUP9563,OUP9563,1.0,1.0,1.0,1.0,True,True,32.98,13.57,0.907,0.367
br_OUP9563,br,under_exposure,True,0.908,0.87,OUP9563,OUP9563,OUP9563,0.999,1.0,1.0,1.0,True,True,11.34,15.63,0.494,0.321
br_OUP9563,br,over_exposure,True,0.84,0.851,OUP9563,OUP9563,OUP9563,1.0,1.0,1.0,1.0,True,True,8.13,10.71,0.78,0.243
br_OUP9563,br,perspective,False,0.604,0.604,OUP9563,OUP9563,OUP9563,1.0,1.0,1.0,1.0,True,True,16.13,15.43,0.323,0.48
br_OUP9563,br,combined_hard,True,0.898,0.849,OUP9563,DUP9563,OUP9563,0.998,0.997,0.857,1.0,False,True,23.19,13.43,0.526,0.28
br_PJP2783,br,motion_blur,True,0.874,0.861,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,21.99,13.25,0.662,0.279
br_PJP2783,br,defocus_blur,True,0.806,0.813,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,19.93,14.36,0.518,0.416
br_PJP2783,br,low_res,True,0.849,0.849,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,20.6,14.66,0.626,0.37
br_PJP2783,br,noise,True,0.813,0.8,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,25.16,13.94,0.612,0.341
br_PJP2783,br,jpeg_compression,True,0.881,0.831,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,29.8,14.92,0.855,0.429
br_PJP2783,br,under_exposure,True,0.868,0.877,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,7.29,12.49,0.477,0.397
br_PJP2783,br,over_exposure,True,0.744,0.804,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,10.48,11.44,0.612,0.272
br_PJP2783,br,perspective,False,0.561,0.561,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,8.59,11.78,0.18,0.267
br_PJP2783,br,combined_hard,True,0.885,0.803,PJP2783,PJP2783,PJP2783,1.0,1.0,1.0,1.0,True,True,21.51,14.39,0.514,0.35
br_PJJ4955,br,motion_blur,True,0.883,0.893,PJJ4955,PJJ4955,PJJ4955,1.0,1.0,1.0,1.0,True,True,31.29,15.5,0.827,0.377
br_PJJ4955,br,defocus_blur,True,0.851,0.878,PJJ4955,PJJ4955,PJJ4955,0.999,1.0,1.0,1.0,True,True,29.55,17.51,0.776,0.498
br_PJJ4955,br,low_res,True,0.882,0.882,PJJ4955,PJJ4955,PJJ4955,1.0,1.0,1.0,1.0,True,True,30.7,19.09,0.818,0.436
br_PJJ4955,br,noise,True,0.891,0.899,PJJ4955,PJJ4955,PJJ4955,1.0,1.0,1.0,1.0,True,True,25.67,12.99,0.411,0.103
br_PJJ4955,br,jpeg_compression,True,0.832,0.842,PJJ4955,PJJ4955,PJJ4955,1.0,1.0,1.0,1.0,True,True,34.63,16.95,0.886,0.477
br_PJJ4955,br,under_exposure,True,0.868,0.884,PJJ4955,PJJ4955,PJJ4955,1.0,1.0,1.0,1.0,True,True,20.37,21.54,0.531,0.457
br_PJJ4955,br,over_exposure,True,0.851,0.888,PJJ4955,PJJ4955,PJJ4955,1.0,1.0,1.0,1.0,True,True,8.13,7.28,0.437,0.119
br_PJJ4955,br,perspective,False,0.57,0.57,PJJ4955,PJJ4955,PJJ4955,1.0,0.999,1.0,1.0,True,True,21.14,13.47,0.511,0.222
br_PJJ4955,br,combined_hard,True,0.868,0.883,PJJ4955,PJJ4955,PJJ4955,1.0,1.0,1.0,1.0,True,True,27.85,13.08,0.506,0.098
us_wts-lg-000148,us,video_multiframe,True,0.85,0.859,6TIX874,6TIX874,6TIX874,0.958,0.959,1.0,1.0,True,True,11.47,9.35,0.286,-0.024
us_wts-lg-000016,us,video_multiframe,True,0.955,0.955,DL3C2Z,DL3C27,DL3C2Z,0.949,0.993,0.833,1.0,False,True,27.66,18.55,0.428,0.315
us_wts-lg-000010,us,video_multiframe,True,0.815,0.802,HH9G5W,HH9G5W,HH9G5W,0.999,1.0,1.0,1.0,True,True,23.99,15.89,0.204,0.236
us_car3,us,video_multiframe,True,0.908,0.901,1AMW240,1AMW240,1AMW240,0.999,1.0,1.0,1.0,True,True,12.92,11.83,-0.105,0.096
us_wts-lg-000048,us,video_multiframe,True,0.795,0.769,FE5R2D,FE5R2D,FE5R2D,1.0,0.997,1.0,1.0,True,True,8.98,9.36,-0.114,0.088
us_car5,us,video_multiframe,True,0.843,0.833,59CADI,59CADI,59CADI,1.0,1.0,1.0,1.0,True,True,13.36,10.32,0.278,0.037
us_us5,us,video_multiframe,True,0.957,0.941,NEILDMND,NEILDMND,NEILDMND,0.999,1.0,1.0,1.0,True,True,17.62,12.26,0.229,0.145
us_wts-lg-000061,us,video_multiframe,True,0.885,0.885,DK2Z5S,DK2Z5S,DK2Z5S,0.999,0.994,1.0,1.0,True,True,12.39,11.4,0.007,0.131
